Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation
672,Skiddo,Grass,,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.","Sap Sipper, Grass Pelt",200,"50% male, 50% female",6
673,Gogoat,Grass,,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,"Sap Sipper, Grass Pelt",45,"50% male, 50% female",6
674,Pancham,Fighting,,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.","Iron Fist, Mold Breaker, Scrappy",220,"50% male, 50% female",6
675,Pangoro,Fighting,Dark,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.","Iron Fist, Mold Breaker, Scrappy",65,"50% male, 50% female",6
676,Furfrou,Normal,,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,Fur Coat,160,"50% male, 50% female",6
677,Espurr,Psychic,,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,"Keen Eye, Infiltrator, Own Tempo",190,"50% male, 50% female",6
678,Meowstic,Psychic,,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.","Keen Eye, Infiltrator, Prankster",75,"100% male, 0% female",6
679,Honedge,Steel,Ghost,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,No Guard,180,"50% male, 50% female",6
680,Doublade,Steel,Ghost,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.",No Guard,90,"50% male, 50% female",6
681,Aegislash,Steel,Ghost,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",Stance Change,45,"50% male, 50% female",6
682,Spritzee,Fairy,,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,"Healer, Aroma Veil",200,"50% male, 50% female",6
683,Aromatisse,Fairy,,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.","Healer, Aroma Veil",140,"50% male, 50% female",6
684,Swirlix,Fairy,,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.","Sweet Veil, Unburden",200,"50% male, 50% female",6
685,Slurpuff,Fairy,,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,"Sweet Veil, Unburden",140,"50% male, 50% female",6
686,Inkay,Dark,Psychic,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,"Contrary, Suction Cups, Infiltrator",190,"50% male, 50% female",6
687,Malamar,Dark,Psychic,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.","Contrary, Suction Cups, Infiltrator",80,"50% male, 50% female",6
688,Binacle,Rock,Water,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock.","Sniper, Tough Claws, Pickpocket",120,"50% male, 50% female",6
689,Barbaracle,Rock,Water,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.","Sniper, Tough Claws, Pickpocket",45,"50% male, 50% female",6
690,Skrelp,Poison,Water,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.","Poison Point, Poison Touch, Adaptability",225,"50% male, 50% female",6
691,Dragalge,Poison,Dragon,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.","Poison Point, Poison Touch, Adaptability",55,"50% male, 50% female",6
692,Clauncher,Water,,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.,Mega Launcher,225,"50% male, 50% female",6
693,Clawitzer,Water,,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,Mega Launcher,55,"50% male, 50% female",6
694,Helioptile,Electric,Normal,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.","Dry Skin, Sand Veil, Solar Power",190,"50% male, 50% female",6
695,Heliolisk,Electric,Normal,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,"Dry Skin, Sand Veil, Solar Power",75,"50% male, 50% female",6
696,Tyrunt,Rock,Dragon,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild.","Strong Jaw, Sturdy",45,"87.5% male, 12.5% female",6
697,Tyrantrum,Rock,Dragon,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.","Strong Jaw, Rock Head",45,"87.5% male, 12.5% female",6
698,Amaura,Rock,Ice,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,"Refrigerate, Snow Warning",45,"87.5% male, 12.5% female",6
699,Aurorus,Rock,Ice,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.","Refrigerate, Snow Warning",45,"87.5% male, 12.5% female",6
700,Sylveon,Fairy,,It sends a soothing aura from its ribbonlike feelers to calm fights.,"Cute Charm, Pixilate",45,"87.5% male, 12.5% female",6
701,Hawlucha,Fighting,Flying,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.","Limber, Unburden, Mold Breaker",100,"50% male, 50% female",6
702,Dedenne,Electric,Fairy,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances.","Cheek Pouch, Pickup, Plus",180,"50% male, 50% female",6
703,Carbink,Rock,Fairy,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head.","Clear Body, Sturdy",60,,6
704,Goomy,Dragon,,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out.","Sap Sipper, Hydration, Gooey",45,"50% male, 50% female",6
705,Sliggoo,Dragon,,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything.","Sap Sipper, Hydration, Gooey",45,"50% male, 50% female",6
706,Goodra,Dragon,,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime.","Sap Sipper, Hydration, Gooey",45,"50% male, 50% female",6
707,Klefki,Steel,Fairy,These key collectors threaten any attackers by fiercely jingling their keys at them.,"Prankster, Magician",75,"50% male, 50% female",6
708,Phantump,Ghost,Grass,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.,"Natural Cure, Frisk, Harvest",120,"50% male, 50% female",6
709,Trevenant,Ghost,Grass,"It can control trees at will. It will trap people who harm the forest, so they can never leave.","Natural Cure, Frisk, Harvest",60,"50% male, 50% female",6
710,Pumpkaboo,Ghost,Grass,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.","Pickup, Frisk, Insomnia",120,"50% male, 50% female",6
711,Gourgeist,Ghost,Grass,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.","Pickup, Frisk, Insomnia",60,"50% male, 50% female",6
712,Bergmite,Ice,,It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.,"Own Tempo, Ice Body, Sturdy",190,"50% male, 50% female",6
713,Avalugg,Ice,,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.,"Own Tempo, Ice Body, Sturdy",55,"50% male, 50% female",6
714,Noibat,Flying,Dragon,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz.","Frisk, Infiltrator, Telepathy",190,"50% male, 50% female",6
715,Noivern,Flying,Dragon,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.,"Frisk, Infiltrator, Telepathy",45,"50% male, 50% female",6
716,Xerneas,Fairy,,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,Fairy Aura,45,,6
717,Yveltal,Dark,Flying,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",Dark Aura,45,,6
718,Zygarde,Dragon,Ground,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power.","Aura Break, Power Construct",3,,6
719,Diancie,Rock,Fairy,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",Clear Body,3,,6
720,Hoopa,Psychic,Ghost,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space.",Magician,3,,6
721,Volcanion,Fire,Water,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,Water Absorb,3,,6
722,Rowlet,Grass,Flying,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.","Overgrow, Long Reach",45,"87.5% male, 12.5% female",7
723,Dartrix,Grass,Flying,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.","Overgrow, Long Reach",45,"87.5% male, 12.5% female",7
724,Decidueye,Grass,Ghost,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.","Overgrow, Long Reach",45,"87.5% male, 12.5% female",7
725,Litten,Fire,,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.","Blaze, Intimidate",45,"87.5% male, 12.5% female",7
726,Torracat,Fire,,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.","Blaze, Intimidate",45,"87.5% male, 12.5% female",7
727,Incineroar,Fire,Dark,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance.","Blaze, Intimidate",45,"87.5% male, 12.5% female",7
728,Popplio,Water,,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker.","Torrent, Liquid Voice",45,"87.5% male, 12.5% female",7
729,Brionne,Water,,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.","Torrent, Liquid Voice",45,"87.5% male, 12.5% female",7
730,Primarina,Water,Fairy,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,"Torrent, Liquid Voice",45,"87.5% male, 12.5% female",7
731,Pikipek,Normal,Flying,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.,"Keen Eye, Skill Link, Pickup",255,"50% male, 50% female",7
732,Trumbeak,Normal,Flying,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.","Keen Eye, Skill Link, Pickup",120,"50% male, 50% female",7
733,Toucannon,Normal,Flying,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.","Keen Eye, Skill Link, Sheer Force",45,"50% male, 50% female",7
734,Yungoos,Normal,,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.","Strong Jaw, Stakeout, Adaptability",255,"50% male, 50% female",7
735,Gumshoos,Normal,,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall.","Strong Jaw, Stakeout, Adaptability",127,"50% male, 50% female",7
736,Grubbin,Bug,,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.,Swarm,255,"50% male, 50% female",7
737,Charjabug,Bug,Electric,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around.",Battery,120,"50% male, 50% female",7
