Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation,HP,Attack,Defense,Sp. Atk,SP. Def,Speed,Total
635,Hydreigon,Dark,Dragon,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",Levitate,45,"50% male, 50% female",5,92,105,90,125,90,98,600
636,Larvesta,Bug,Fire,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.","Flame Body, Swarm",45,"50% male, 50% female",5,55,85,55,50,55,60,360
637,Volcarona,Bug,Fire,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.","Flame Body, Swarm",15,"50% male, 50% female",5,85,60,65,135,105,100,550
638,Cobalion,Steel,Fighting,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,Justified,3,,5,91,90,129,90,72,108,580
639,Terrakion,Rock,Fighting,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,Justified,3,,5,91,129,90,72,90,108,580
640,Virizion,Grass,Fighting,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,Justified,3,,5,91,90,72,90,129,108,580
641,Tornadus,Flying,,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,"Prankster, Defiant",3,"100% male, 0% female",5,79,115,70,125,80,111,580
642,Thundurus,Electric,Flying,Countless charred remains mar the landscape of places through which Thundurus has passed.,"Prankster, Defiant",3,"100% male, 0% female",5,79,115,70,125,80,111,580
643,Reshiram,Dragon,Fire,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",Turboblaze,3,,5,100,120,100,150,120,90,680
644,Zekrom,Dragon,Electric,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",Teravolt,3,,5,100,150,120,120,100,90,680
645,Landorus,Ground,Flying,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,"Sand Force, Sheer Force",3,"100% male, 0% female",5,89,125,90,115,80,101,600
646,Kyurem,Dragon,Ice,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",Pressure,3,,5,125,130,90,130,90,95,660
647,Keldeo,Water,Fighting,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",Justified,3,,5,91,72,90,129,90,108,580
648,Meloetta,Normal,Psychic,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,Serene Grace,3,,5,100,77,77,128,128,90,600
649,Genesect,Bug,Steel,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",Download,3,,5,71,120,95,120,95,99,600
650,Chespin,Grass,,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.","Overgrow, Bulletproof",45,"87.5% male, 12.5% female",6,56,61,65,48,45,38,313
651,Quilladin,Grass,,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,"Overgrow, Bulletproof",45,"87.5% male, 12.5% female",6,61,78,95,56,58,57,405
652,Chesnaught,Grass,Fighting,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,"Overgrow, Bulletproof",45,"87.5% male, 12.5% female",6,88,107,122,74,75,64,530
653,Fennekin,Fire,,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.","Blaze, Magician",45,"87.5% male, 12.5% female",6,40,45,40,62,60,60,307
654,Braixen,Fire,,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.","Blaze, Magician",45,"87.5% male, 12.5% female",6,59,59,58,90,70,73,409
655,Delphox,Fire,Psychic,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.","Blaze, Magician",45,"87.5% male, 12.5% female",6,75,69,72,114,100,104,534
656,Froakie,Water,,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,"Torrent, Protean",45,"87.5% male, 12.5% female",6,41,56,40,62,44,71,314
657,Frogadier,Water,,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.","Torrent, Protean",45,"87.5% male, 12.5% female",6,54,63,52,83,56,97,405
658,Greninja,Water,Dark,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.","Torrent, Protean",45,"87.5% male, 12.5% female",6,72,95,67,103,71,122,530
659,Bunnelby,Normal,,They use their large ears to dig burrows. They will dig the whole night through.,"Pickup, Cheek Pouch, Huge Power",255,"50% male, 50% female",6,38,36,38,32,36,57,237
660,Diggersby,Normal,Ground,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.","Pickup, Cheek Pouch, Huge Power",127,"50% male, 50% female",6,85,56,77,50,77,78,423
661,Fletchling,Normal,Flying,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,"Big Pecks, Gale Wings",255,"50% male, 50% female",6,45,50,43,40,38,62,278
662,Fletchinder,Fire,Flying,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.","Flame Body, Gale Wings",120,"50% male, 50% female",6,62,73,55,56,52,84,382
663,Talonflame,Fire,Flying,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.","Flame Body, Gale Wings",45,"50% male, 50% female",6,78,81,71,74,69,126,499
664,Scatterbug,Bug,,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.","Shield Dust, Compound Eyes, Friend Guard",255,"50% male, 50% female",6,38,35,40,27,25,35,200
665,Spewpa,Bug,,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.","Shed Skin, Friend Guard",120,"50% male, 50% female",6,45,22,60,27,30,29,213
666,Vivillon,Bug,Flying,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,"Shield Dust, Compound Eyes, Friend Guard",45,"50% male, 50% female",6,80,52,50,90,50,89,411
667,Litleo,Fire,Normal,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.","Rivalry, Unnerve, Moxie",220,"12.5% male, 87.5% female",6,62,50,58,73,54,72,369
668,Pyroar,Fire,Normal,The male with the largest mane of fire is the leader of the pride.,"Rivalry, Unnerve, Moxie",65,"12.5% male, 87.5% female",6,86,68,72,109,66,106,507
669,Flabébé,Fairy,,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.,"Flower Veil, Symbiosis",225,"0% male, 100% female",6,44,38,39,61,79,42,303
670,Floette,Fairy,,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,"Flower Veil, Symbiosis",120,"0% male, 100% female",6,54,45,47,75,98,52,371
671,Florges,Fairy,,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.","Flower Veil, Symbiosis",45,"0% male, 100% female",6,78,65,68,112,154,75,552
672,Skiddo,Grass,,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.","Sap Sipper, Grass Pelt",200,"50% male, 50% female",6,66,65,48,62,57,52,350
673,Gogoat,Grass,,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,"Sap Sipper, Grass Pelt",45,"50% male, 50% female",6,123,100,62,97,81,68,531
674,Pancham,Fighting,,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.","Iron Fist, Mold Breaker, Scrappy",220,"50% male, 50% female",6,67,82,62,46,48,43,348
675,Pangoro,Fighting,Dark,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.","Iron Fist, Mold Breaker, Scrappy",65,"50% male, 50% female",6,95,124,78,69,71,58,495
676,Furfrou,Normal,,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,Fur Coat,160,"50% male, 50% female",6,75,80,60,65,90,102,472
677,Espurr,Psychic,,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,"Keen Eye, Infiltrator, Own Tempo",190,"50% male, 50% female",6,62,48,54,63,60,68,355
678,Meowstic,Psychic,,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.","Keen Eye, Infiltrator, Prankster",75,"100% male, 0% female",6,74,48,76,83,81,104,466
679,Honedge,Steel,Ghost,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,No Guard,180,"50% male, 50% female",6,45,80,100,35,37,28,325
680,Doublade,Steel,Ghost,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.",No Guard,90,"50% male, 50% female",6,59,110,150,45,49,35,448
681,Aegislash,Steel,Ghost,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",Stance Change,45,"50% male, 50% female",6,60,50,140,50,140,60,500
682,Spritzee,Fairy,,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,"Healer, Aroma Veil",200,"50% male, 50% female",6,78,52,60,63,65,23,341
683,Aromatisse,Fairy,,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.","Healer, Aroma Veil",140,"50% male, 50% female",6,101,72,72,99,89,29,462
684,Swirlix,Fairy,,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.","Sweet Veil, Unburden",200,"50% male, 50% female",6,62,48,66,59,57,49,341
685,Slurpuff,Fairy,,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,"Sweet Veil, Unburden",140,"50% male, 50% female",6,82,80,86,85,75,72,480
686,Inkay,Dark,Psychic,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,"Contrary, Suction Cups, Infiltrator",190,"50% male, 50% female",6,53,54,53,37,46,45,288
687,Malamar,Dark,Psychic,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.","Contrary, Suction Cups, Infiltrator",80,"50% male, 50% female",6,86,92,88,68,75,73,482
688,Binacle,Rock,Water,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock.","Sniper, Tough Claws, Pickpocket",120,"50% male, 50% female",6,42,52,67,39,56,50,306
689,Barbaracle,Rock,Water,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.","Sniper, Tough Claws, Pickpocket",45,"50% male, 50% female",6,72,105,115,54,86,68,500
690,Skrelp,Poison,Water,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.","Poison Point, Poison Touch, Adaptability",225,"50% male, 50% female",6,50,60,60,60,60,30,320
691,Dragalge,Poison,Dragon,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.","Poison Point, Poison Touch, Adaptability",55,"50% male, 50% female",6,65,75,90,97,123,44,494
692,Clauncher,Water,,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.,Mega Launcher,225,"50% male, 50% female",6,50,53,62,58,63,44,330
693,Clawitzer,Water,,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,Mega Launcher,55,"50% male, 50% female",6,71,73,88,120,89,59,500
694,Helioptile,Electric,Normal,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.","Dry Skin, Sand Veil, Solar Power",190,"50% male, 50% female",6,44,38,33,61,43,70,289
695,Heliolisk,Electric,Normal,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,"Dry Skin, Sand Veil, Solar Power",75,"50% male, 50% female",6,62,55,52,109,94,109,481
696,Tyrunt,Rock,Dragon,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild.","Strong Jaw, Sturdy",45,"87.5% male, 12.5% female",6,58,89,77,45,45,48,362
697,Tyrantrum,Rock,Dragon,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.","Strong Jaw, Rock Head",45,"87.5% male, 12.5% female",6,82,121,119,69,59,71,521
698,Amaura,Rock,Ice,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,"Refrigerate, Snow Warning",45,"87.5% male, 12.5% female",6,77,59,50,67,63,46,362
699,Aurorus,Rock,Ice,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.","Refrigerate, Snow Warning",45,"87.5% male, 12.5% female",6,123,77,72,99,92,58,521
700,Sylveon,Fairy,,It sends a soothing aura from its ribbonlike feelers to calm fights.,"Cute Charm, Pixilate",45,"87.5% male, 12.5% female",6,95,65,65,110,130,60,525
701,Hawlucha,Fighting,Flying,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.","Limber, Unburden, Mold Breaker",100,"50% male, 50% female",6,78,92,75,74,63,118,500
702,Dedenne,Electric,Fairy,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances.","Cheek Pouch, Pickup, Plus",180,"50% male, 50% female",6,67,58,57,81,67,101,431
